ds,Hisse_Kodu,y
2024-11-20,BIMAS.IS,213.8426513671875
2024-11-21,BIMAS.IS,219.7425994873047
2024-11-22,BIMAS.IS,225.52212524414062
2024-11-25,BIMAS.IS,230.33839416503906
2024-11-26,BIMAS.IS,228.41189575195312
2024-11-27,BIMAS.IS,230.33839416503906
2024-11-28,BIMAS.IS,234.07101440429688
2024-11-29,BIMAS.IS,228.0506591796875
2024-12-02,BIMAS.IS,234.6730499267578
2024-12-03,BIMAS.IS,241.77706909179688
2024-12-04,BIMAS.IS,243.94436645507812
2024-12-05,BIMAS.IS,246.11170959472656
2024-12-06,BIMAS.IS,248.0382080078125
2024-12-09,BIMAS.IS,253.33612060546875
2024-12-10,BIMAS.IS,253.33612060546875
2024-12-11,BIMAS.IS,259.1156311035156
2024-12-12,BIMAS.IS,258.1523742675781
2024-12-13,BIMAS.IS,254.78097534179688
2024-12-16,BIMAS.IS,247.074951171875
2024-12-17,BIMAS.IS,249.72390747070312
2024-12-18,BIMAS.IS,246.0836181640625
2024-12-19,BIMAS.IS,243.65675354003906
2024-12-20,BIMAS.IS,240.1378173828125
2024-12-23,BIMAS.IS,238.3176727294922
2024-12-24,BIMAS.IS,237.2255859375
